Frame Number,Detected Object ID,sat_x,sat_y,Zone,type
135,6,617.4081762,534.3566158,S4,0
136,6,615.8877805,536.9981756,S4,0
137,6,614.3436477,539.6809767,S4,0
138,6,614.258736,539.5692453,S4,0
139,6,612.7752174,542.4059925,S4,0
140,6,612.6896774,542.2933131,S4,0
141,6,612.4330834,541.9553091,S4,0
142,6,612.5186104,542.0679714,S4,0
143,6,613.9191319,539.1223762,S4,0
144,6,615.2978213,536.2226986,S4,0
145,6,615.2978213,536.2226986,S4,0
146,6,615.2978213,536.2226986,S4,0
147,6,616.7388342,533.4777118,S4,0
148,6,616.655185,533.3678733,S4,0
149,6,616.8224874,533.5875558,S4,0
150,6,616.7388342,533.4777118,S4,0
151,6,618.2408463,530.8836632,S4,0
152,6,618.1577982,530.7747259,S4,0
153,6,618.1577982,530.7747259,S4,0
154,6,618.2408463,530.8836632,S4,0
155,6,618.3238985,530.9926057,S4,0
156,6,618.4900151,531.210507,S4,0
157,6,618.4900151,531.210507,S4,0
158,6,617.1571419,534.026986,S4,0
159,6,614.0889254,539.3457995,S4,0
160,6,611.095734,545.0605837,S4,0
161,6,609.563134,547.9867175,S4,0
162,6,604.9030606,557.1713373,S4,0
163,6,601.5160271,563.3507464,S4,0
164,6,600.0071693,566.8207347,S4,0
165,6,598.4725052,570.3500707,S4,0
166,6,596.7264845,573.6938651,S4,0
167,6,596.7264845,573.6938651,S4,0
168,6,597.0038163,574.0635125,S4,0
169,6,597.0962705,574.1867418,S4,0
170,6,599.1145173,571.2047067,S4,0
171,6,599.1145173,571.2047067,S4,0
172,6,600.91704,568.030433,S4,0
173,6,602.5089394,564.6692352,S4,0
174,6,605.9695603,558.5841631,S4,0
175,6,610.8660427,549.7067911,S4,0
176,6,612.4751045,546.8795779,S4,0
177,6,615.3629209,541.0221908,S4,0
178,6,616.9839658,538.4390657,S4,0
179,6,618.4964225,535.7855773,S4,0
180,6,619.9026652,533.0635317,S4,0
181,6,619.9026652,533.0635317,S4,0
182,6,621.1224834,530.166545,S4,0
183,6,621.0399594,530.0584049,S4,0
184,6,622.4057239,527.420771,S4,0
185,6,622.4057239,527.420771,S4,0
186,6,622.4876588,527.528032,S4,0
187,6,622.5695976,527.6352983,S4,0
188,6,622.5695976,527.6352983,S4,0
189,6,622.5695976,527.6352983,S4,0
190,6,621.1224834,530.166545,S4,0
191,6,621.0399594,530.0584049,S4,0
192,6,621.0399594,530.0584049,S4,0
193,6,620.9574395,529.95027,S4,0
194,6,620.9574395,529.95027,S4,0
195,6,622.3237929,527.3135151,S4,0
196,6,622.3237929,527.3135151,S4,0
197,6,622.3237929,527.3135151,S4,0
198,6,616.6466023,537.9956154,S4,0
199,6,602.7798354,565.0289581,S4,0
200,6,590.2923246,588.8145878,S4,0
201,6,586.4621875,596.2002438,S4,0
237,27,622.8973927,528.0644152,S4,0
238,27,624.3206119,525.5674871,S4,0
239,27,625.7227558,523.1075339,S4,0
240,27,624.4019934,525.673919,S4,0
241,27,624.4019934,525.673919,S4,0
242,27,624.2392343,525.4610603,S4,0
243,27,624.1578606,525.3546387,S4,0
244,27,624.0764908,525.2482221,S4,0
245,27,624.0764908,525.2482221,S4,0
246,27,623.913763,525.0354043,S4,0
247,27,623.913763,525.0354043,S4,0
248,27,623.913763,525.0354043,S4,0
249,27,623.832405,524.9290031,S4,0
250,27,623.832405,524.9290031,S4,0
251,27,623.832405,524.9290031,S4,0
252,27,623.913763,525.0354043,S4,0
253,27,623.913763,525.0354043,S4,0
254,27,623.913763,525.0354043,S4,0
255,27,624.0764908,525.2482221,S4,0
256,27,623.5883543,524.6098301,S4,0
256,27,624.1578606,525.3546387,S4,0
257,27,624.0764908,525.2482221,S4,0
257,27,623.6697006,524.716216,S4,0
258,27,625.3187519,522.5796834,S4,0
258,27,623.5883543,524.6098301,S4,0
259,27,624.1578606,525.3546387,S4,0
259,27,623.832405,524.9290031,S4,0
260,27,623.995125,525.1418107,S4,0
260,27,623.913763,525.0354043,S4,0
261,27,624.0764908,525.2482221,S4,0
262,27,623.995125,525.1418107,S4,0
263,27,624.0764908,525.2482221,S4,0
264,27,624.1578606,525.3546387,S4,0
265,27,622.159943,527.099019,S4,0
265,27,624.0764908,525.2482221,S4,0
266,27,621.9141977,526.7773137,S4,0
266,27,624.0764908,525.2482221,S4,0
267,27,620.5449001,529.409675,S4,0
267,27,625.4803419,522.7908085,S4,0
268,27,625.4803419,522.7908085,S4,0
269,27,625.4803419,522.7908085,S4,0
270,27,625.3995449,522.6852434,S4,0
271,27,625.4803419,522.7908085,S4,0
272,27,625.4803419,522.7908085,S4,0
273,27,625.5611427,522.8963786,S4,0
274,27,625.5611427,522.8963786,S4,0
275,27,617.3213966,538.8826046,S4,0
276,27,609.8440161,553.3897377,S4,0
277,27,608.2753721,556.4331199,S4,0
286,41,622.2782416,531.68106,S4,0
287,41,622.2782416,531.68106,S4,0
288,41,620.9837233,534.4815952,S4,0
289,41,621.2332964,534.8089693,S4,0
290,41,621.3164956,534.9181047,S4,0
291,41,621.3996988,535.0272455,S4,0
292,41,621.4829062,535.1363917,S4,0
293,41,621.5661177,535.2455432,S4,0
294,41,621.3996988,535.0272455,S4,0
295,41,621.4829062,535.1363917,S4,0
296,41,622.8564167,532.4387054,S4,0
297,41,622.9390293,532.5469616,S4,0
298,41,622.9390293,532.5469616,S4,0
299,41,623.0216458,532.655223,S4,0
300,41,623.1042665,532.7634898,S4,0
301,41,623.1042665,532.7634898,S4,0
302,41,623.1042665,532.7634898,S4,0
303,41,623.1042665,532.7634898,S4,0
304,41,623.1868911,532.8717618,S4,0
305,41,623.1868911,532.8717618,S4,0
306,41,623.1868911,532.8717618,S4,0
306,45,662.2629991,19.27055104,Z6,0
307,41,623.3521525,533.0883217,S4,0
307,45,661.9783933,19.77464637,Z6,0
308,41,624.7834465,530.53345,S4,0
308,45,661.7885864,20.11083342,Z6,0
309,41,624.8654965,530.6408617,S4,0
309,45,661.5987236,20.44711931,Z6,0
310,41,625.0296084,530.8557008,S4,0
311,41,625.0296084,530.8557008,S4,0
311,45,659.1408526,18.73468783,Z6,0
312,41,625.0296084,530.8557008,S4,0
312,45,658.0624001,17.56709002,Z6,0
313,41,623.6827236,533.5215048,S4,0
313,45,660.1132349,20.05989165,Z6,0
314,41,623.7653765,533.6298138,S4,0
314,45,660.0654581,20.14440267,Z6,0
315,41,622.3984573,536.3373535,S4,0
315,45,659.0447616,18.90443425,Z6,0
316,41,622.5649743,536.55578,S4,0
316,45,660.7436501,21.96163022,Z6,0
317,41,622.648239,536.6650013,S4,0
317,45,660.6010278,22.21424367,Z6,0
318,41,622.648239,536.6650013,S4,0
319,41,624.0960283,534.0631027,S4,0
320,41,624.1787013,534.1714381,S4,0
321,41,624.2613784,534.2797788,S4,0
322,41,624.4267447,534.4964761,S4,0
323,41,624.4267447,534.4964761,S4,0
324,41,625.8504063,531.9302081,S4,0
325,41,625.8504063,531.9302081,S4,0
326,41,625.932508,532.0376874,S4,0
327,41,626.0146136,532.145172,S4,0
328,41,626.1788368,532.3601567,S4,0
329,41,626.2609543,532.4676569,S4,0
330,41,618.0871739,549.4032809,S4,0
331,41,605.8388588,574.5741265,S4,0
332,41,604.2594522,578.0535606,S4,0
342,52,620.9530358,543.6562439,S4,0
343,52,622.520637,541.0697192,S4,0
344,52,622.4367016,540.9595047,S4,0
345,52,622.4367016,540.9595047,S4,0
346,52,622.4367016,540.9595047,S4,0
347,52,622.4367016,540.9595047,S4,0
348,52,622.4367016,540.9595047,S4,0
349,52,622.4367016,540.9595047,S4,0
350,52,622.4367016,540.9595047,S4,0
351,52,622.4367016,540.9595047,S4,0
352,52,622.4367016,540.9595047,S4,0
353,52,622.4367016,540.9595047,S4,0
354,52,622.4367016,540.9595047,S4,0
355,52,622.4367016,540.9595047,S4,0
356,52,622.4367016,540.9595047,S4,0
357,52,622.4367016,540.9595047,S4,0
358,52,622.4367016,540.9595047,S4,0
359,52,622.4367016,540.9595047,S4,0
360,52,622.4367016,540.9595047,S4,0
361,52,622.4367016,540.9595047,S4,0
362,52,622.4367016,540.9595047,S4,0
362,55,610.7322337,3.992948123,S2,0
363,52,622.4367016,540.9595047,S4,0
363,55,610.3819642,4.585548961,S2,0
364,52,622.3527703,540.8492956,S4,0
364,55,611.1559934,7.298032383,S2,0
365,52,622.3527703,540.8492956,S4,0
365,55,611.0398652,7.494851087,S2,0
366,52,622.3527703,540.8492956,S4,0
366,55,610.6913599,8.085511607,S2,0
367,52,622.3527703,540.8492956,S4,0
367,55,611.6911327,10.37481958,S2,0
368,52,622.4367016,540.9595047,S4,0
368,55,614.0585144,14.20114185,S2,0
369,52,622.4367016,540.9595047,S4,0
369,55,615.0247888,16.42206005,S2,0
370,52,622.520637,541.0697192,S4,0
371,52,622.520637,541.0697192,S4,0
372,52,622.520637,541.0697192,S4,0
373,52,622.520637,541.0697192,S4,0
373,55,618.6250245,25.36421783,S2,0
374,52,622.4367016,540.9595047,S4,0
374,55,619.3784278,27.75649945,S2,0
375,52,622.4367016,540.9595047,S4,0
375,55,619.0478667,28.32527084,S2,0
376,52,622.4367016,540.9595047,S4,0
377,52,622.4367016,540.9595047,S4,0
378,52,622.4367016,540.9595047,S4,0
379,52,622.4367016,540.9595047,S4,0
379,55,624.8118392,39.7759367,S2,0
380,52,622.4367016,540.9595047,S4,0
380,55,625.8802581,41.37264245,S2,0
381,52,622.4367016,540.9595047,S4,0
381,55,624.4923973,40.33071418,S2,0
382,52,622.4367016,540.9595047,S4,0
382,55,625.4568014,42.10916452,S2,0
383,52,622.4367016,540.9595047,S4,0
383,55,626.3063252,44.05338565,S2,0
384,52,622.4367016,540.9595047,S4,0
385,52,622.4367016,540.9595047,S4,0
385,55,629.530589,48.50571744,S2,0
386,52,622.4367016,540.9595047,S4,0
386,55,633.8002272,54.03109397,Z6,0
387,52,622.4367016,540.9595047,S4,0
387,55,634.8289448,55.40077359,Z6,0
388,52,622.520637,541.0697192,S4,0
388,55,634.7283898,55.57792676,Z6,0
389,52,622.520637,541.0697192,S4,0
389,55,635.5976598,57.19817298,Z6,0
390,52,622.4367016,540.9595047,S4,0
390,55,635.447614,57.46287569,Z6,0
391,52,622.4367016,540.9595047,S4,0
391,55,635.1641837,61.08991419,Z6,0
392,52,622.4367016,540.9595047,S4,0
392,55,633.2931963,61.26358317,Z6,0
393,52,622.4367016,540.9595047,S4,0
393,55,631.7045916,60.90511608,S2,0
394,52,622.4367016,540.9595047,S4,0
394,55,630.3023469,60.18506388,S2,0
395,52,622.4367016,540.9595047,S4,0
395,55,630.1498444,60.45336801,S2,0
396,52,622.4367016,540.9595047,S4,0
396,55,629.7938686,61.07965159,S2,0
397,52,622.4367016,540.9595047,S4,0
397,55,629.4885939,61.61673436,S2,0
398,52,622.4367016,540.9595047,S4,0
398,55,631.282753,64.81029863,S2,0
399,52,622.4367016,540.9595047,S4,0
399,55,633.0928387,67.85549927,S2,0
400,52,622.4367016,540.9595047,S4,0
400,55,633.8117212,69.66361107,Z6,0
401,52,622.4367016,540.9595047,S4,0
401,55,634.524042,71.45521911,Z6,0
402,52,622.4367016,540.9595047,S4,0
403,52,622.4367016,540.9595047,S4,0
403,55,635.3279517,73.05640954,S2,0
404,52,622.4367016,540.9595047,S4,0
404,55,636.0269205,74.81633798,S2,0
405,52,622.4367016,540.9595047,S4,0
405,55,636.7195961,76.5604206,S2,0
406,52,622.4367016,540.9595047,S4,0
407,52,622.4367016,540.9595047,S4,0
408,52,622.4367016,540.9595047,S4,0
409,52,622.4367016,540.9595047,S4,0
410,52,622.4367016,540.9595047,S4,0
411,52,622.4367016,540.9595047,S4,0
411,55,639.5717525,83.12714462,S2,0
412,52,622.4367016,540.9595047,S4,0
412,55,639.3338732,83.55276309,S2,0
413,52,622.4367016,540.9595047,S4,0
414,52,622.4367016,540.9595047,S4,0
415,52,622.4367016,540.9595047,S4,0
415,55,637.4684752,84.00895247,S2,0
416,52,622.4367016,540.9595047,S4,0
416,55,637.0851052,84.69404609,S2,0
417,52,622.4367016,540.9595047,S4,0
417,55,637.9047859,86.10971432,S2,0
418,52,622.520637,541.0697192,S4,0
418,55,636.6055785,85.55097471,S2,0
419,52,622.6045767,541.1799392,S4,0
419,55,636.3176947,86.06543167,S2,0
420,52,622.4367016,540.9595047,S4,0
420,55,636.1737056,86.32274451,S2,0
421,52,622.4367016,540.9595047,S4,0
421,55,635.9336538,86.75172432,S2,0
422,52,622.4367016,540.9595047,S4,0
422,55,634.6658964,86.10689761,S2,0
423,52,622.4367016,540.9595047,S4,0
423,55,634.4243448,86.53802435,S2,0
424,52,623.8143742,538.1946636,S4,0
424,55,634.1343661,87.05558498,S2,0
425,52,622.520637,541.0697192,S4,0
425,55,633.9893289,87.31445065,S2,0
426,52,622.520637,541.0697192,S4,0
426,55,633.7475294,87.74601995,S2,0
427,52,622.520637,541.0697192,S4,0
427,55,633.6507848,87.91869197,S2,0
428,52,621.1221391,543.8785232,S4,0
428,55,631.3590945,86.10402184,S2,0
429,52,621.1221391,543.8785232,S4,0
429,55,630.9675365,86.80113435,S2,0
430,52,621.1221391,543.8785232,S4,0
430,55,631.68288,88.49100671,S2,0
431,52,621.1221391,543.8785232,S4,0
431,55,631.4392726,88.92526084,S2,0
432,52,621.1221391,543.8785232,S4,0
432,55,631.3418045,89.09900731,S2,0
433,52,621.1221391,543.8785232,S4,0
433,55,631.0980713,89.53348563,S2,0
434,52,621.1221391,543.8785232,S4,0
434,55,630.5615419,90.48990209,S2,0
435,52,621.1221391,543.8785232,S4,0
435,55,630.1710651,91.18596538,S2,0
436,52,621.0375853,543.7673808,S4,0
436,55,629.9269,91.62121367,S2,0
437,52,621.1221391,543.8785232,S4,0
437,55,629.5849174,92.23083122,S2,0
438,52,621.1221391,543.8785232,S4,0
438,55,629.4871756,92.40506554,S2,0
439,52,610.6880215,564.8348577,S4,0
439,55,630.2557628,93.978205,S2,0
440,52,599.0722756,588.4797635,S4,0
441,52,597.3773362,592.2048659,S4,0
448,63,627.1860814,96.50699212,S2,0
449,63,625.9054301,95.81348592,S2,0
449,64,622.520637,541.0697192,S4,0
450,63,625.5599965,96.42848057,S2,0
450,64,622.4367016,540.9595047,S4,0
451,63,624.1652372,95.90754704,S2,0
451,64,622.4367016,540.9595047,S4,0
452,63,623.8671996,96.43748654,S2,0
452,64,622.3527703,540.8492956,S4,0
453,63,623.7181306,96.70254542,S2,0
453,64,622.4367016,540.9595047,S4,0
454,63,623.6187328,96.87928437,S2,0
454,64,622.4367016,540.9595047,S4,0
455,63,623.5690282,96.96766375,S2,0
455,64,622.4367016,540.9595047,S4,0
456,63,622.3564693,96.09139422,S2,0
456,64,622.4367016,540.9595047,S4,0
457,63,619.7939771,94.49191641,S2,0
457,64,622.4367016,540.9595047,S4,0
458,63,619.5915655,94.85042902,S2,0
458,64,622.4367016,540.9595047,S4,0
459,64,622.4367016,540.9595047,S4,0
460,63,622.076163,99.6221212,S2,0
460,64,622.4367016,540.9595047,S4,0
461,63,621.7273453,100.2423524,S2,0
461,64,622.4367016,540.9595047,S4,0
462,63,621.6276495,100.4196211,S2,0
462,64,622.3527703,540.8492956,S4,0
463,63,621.1289466,101.3063626,S2,0
463,64,622.3527703,540.8492956,S4,0
464,63,620.8794551,101.7499824,S2,0
464,64,622.3527703,540.8492956,S4,0
465,63,619.2996629,101.5197244,S2,0
465,64,622.3527703,540.8492956,S4,0
466,63,619.0484822,101.9657754,S2,0
466,64,622.2688431,540.739092,S4,0
467,63,617.7033536,101.287059,S2,0
467,64,622.2688431,540.739092,S4,0
468,63,617.6022467,101.4663743,S2,0
468,64,622.4367016,540.9595047,S4,0
469,63,617.3999868,101.8250864,S2,0
469,64,622.4367016,540.9595047,S4,0
470,63,617.3494123,101.9147814,S2,0
470,64,622.4367016,540.9595047,S4,0
471,63,617.2482517,102.0941917,S2,0
471,64,622.3527703,540.8492956,S4,0
472,63,616.9952832,102.5428365,S2,0
472,64,622.3527703,540.8492956,S4,0
473,63,616.7928395,102.9018747,S2,0
473,64,622.3527703,540.8492956,S4,0
474,63,615.479468,102.1337987,S2,0
474,64,622.4367016,540.9595047,S4,0
475,63,615.2248037,102.5848615,S2,0
475,64,622.4367016,540.9595047,S4,0
476,63,614.9700425,103.036096,S2,0
476,64,622.4367016,540.9595047,S4,0
477,63,614.9190786,103.1263635,S2,0
477,64,622.4367016,540.9595047,S4,0
478,63,614.5622227,103.7584287,S2,0
478,64,622.4367016,540.9595047,S4,0
479,63,614.2051764,104.3908311,S2,0
479,64,622.4367016,540.9595047,S4,0
480,63,613.8989851,104.9331588,S2,0
480,64,622.4367016,540.9595047,S4,0
481,63,613.5415848,105.5661881,S2,0
481,64,622.4367016,540.9595047,S4,0
482,63,613.3372705,105.9280708,S2,0
482,64,622.3527703,540.8492956,S4,0
483,63,611.9462436,105.2611077,S2,0
483,64,622.3527703,540.8492956,S4,0
484,63,610.5926682,104.4959479,S2,0
484,64,622.3527703,540.8492956,S4,0
485,63,610.4892323,104.6786694,S2,0
485,64,622.2688431,540.739092,S4,0
486,63,604.1459515,99.61483468,S2,0
486,64,622.2688431,540.739092,S4,0
487,63,597.4140847,94.38043212,S2,0
487,64,622.3527703,540.8492956,S4,0
488,63,599.8991535,96.9433098,S2,0
488,64,622.3527703,540.8492956,S4,0
489,63,603.4527242,100.8310737,S2,0
489,64,622.3527703,540.8492956,S4,0
490,63,604.4013664,102.4738864,S2,0
490,64,622.4367016,540.9595047,S4,0
491,63,606.4287578,105.434923,S2,0
491,64,622.3527703,540.8492956,S4,0
492,63,607.4538477,106.8479679,S2,0
492,64,622.4367016,540.9595047,S4,0
493,63,606.9841661,107.6765549,S2,0
493,64,622.4367016,540.9595047,S4,0
494,63,605.4837645,107.099769,S2,0
494,64,622.3527703,540.8492956,S4,0
495,63,603.9147186,106.6099443,S2,0
495,64,622.4367016,540.9595047,S4,0
496,63,603.7560716,106.8890587,S2,0
496,64,622.3527703,540.8492956,S4,0
497,63,603.5973873,107.1682388,S2,0
497,64,622.3527703,540.8492956,S4,0
498,63,603.5444842,107.2613134,S2,0
498,64,622.4367016,540.9595047,S4,0
499,63,603.3857502,107.540581,S2,0
499,64,622.3527703,540.8492956,S4,0
500,63,603.3328305,107.6336848,S2,0
500,64,622.4367016,540.9595047,S4,0
501,63,602.0628162,106.5825114,S2,0
501,64,622.3527703,540.8492956,S4,0
502,63,601.7432946,107.1438825,S2,0
502,64,622.3527703,540.8492956,S4,0
503,63,601.5301962,107.5182774,S2,0
503,64,622.3527703,540.8492956,S4,0
504,63,599.9758745,106.9310653,S2,0
504,64,622.3527703,540.8492956,S4,0
505,63,599.7613294,107.307476,S2,0
505,64,622.3527703,540.8492956,S4,0
506,63,599.3857117,107.9664819,S2,0
506,64,622.3527703,540.8492956,S4,0
507,63,598.0269991,106.9997306,S2,0
507,64,622.4367016,540.9595047,S4,0
508,63,597.9189764,107.1889848,S2,0
508,64,622.4367016,540.9595047,S4,0
509,63,597.7569101,107.4729228,S2,0
509,64,622.4367016,540.9595047,S4,0
510,63,597.5407615,107.8516125,S2,0
510,64,622.4367016,540.9595047,S4,0
511,63,597.3786048,108.1357089,S2,0
511,64,622.4367016,540.9595047,S4,0
512,63,597.2704787,108.3251444,S2,0
512,64,622.4367016,540.9595047,S4,0
513,63,597.0541749,108.7041059,S2,0
513,64,622.4367016,540.9595047,S4,0
514,63,596.9459971,108.8936319,S2,0
514,64,622.4367016,540.9595047,S4,0
515,63,596.9459971,108.8936319,S2,0
515,64,622.4367016,540.9595047,S4,0
516,63,594.117521,107.0437066,S2,0
516,64,622.4367016,540.9595047,S4,0
517,63,594.0079587,107.2351097,S2,0
517,64,622.4367016,540.9595047,S4,0
518,63,591.1178892,105.3476994,S2,0
518,64,622.3527703,540.8492956,S4,0
519,63,590.8959081,105.7343657,S2,0
519,64,622.3527703,540.8492956,S4,0
520,63,590.7293747,106.0244482,S2,0
520,64,622.3527703,540.8492956,S4,0
521,63,590.4517286,106.5080766,S2,0
521,64,620.9530358,543.6562439,S4,0
522,63,588.9512685,105.6035792,S2,0
522,64,620.9530358,543.6562439,S4,0
523,63,588.7835467,105.8952993,S2,0
523,64,620.9530358,543.6562439,S4,0
524,63,588.5039187,106.3816589,S2,0
524,64,620.9530358,543.6562439,S4,0
525,63,588.2801337,106.7708901,S2,0
525,64,620.9530358,543.6562439,S4,0
526,63,586.7590877,105.8624777,S2,0
526,64,620.9530358,543.6562439,S4,0
527,63,586.5901054,106.1559508,S2,0
527,64,620.9530358,543.6562439,S4,0
528,63,586.5901054,106.1559508,S2,0
528,64,620.9530358,543.6562439,S4,0
529,63,586.4774273,106.3516398,S2,0
529,64,621.0375853,543.7673808,S4,0
530,63,584.9947146,105.3374817,S2,0
530,64,621.0375853,543.7673808,S4,0
531,63,584.9380032,105.435824,S2,0
531,64,621.0375853,543.7673808,S4,0
532,63,584.8245664,105.6325331,S2,0
532,64,621.0375853,543.7673808,S4,0
533,63,581.8658733,103.4746575,S2,0
533,64,621.0375853,543.7673808,S4,0
534,63,581.7509372,103.6733556,S2,0
534,64,622.6045767,541.1799392,S4,0
535,63,581.4635128,104.1702466,S2,0
535,64,622.6045767,541.1799392,S4,0
536,63,579.9283518,103.1270584,S2,0
537,63,579.8704724,103.2269627,S2,0
538,63,579.7546991,103.4267967,S2,0
539,63,579.4651803,103.9265289,S2,0
540,63,577.9100091,102.8758888,S2,0
541,63,577.7350828,103.1773502,S2,0
542,63,577.6184406,103.3783672,S2,0
543,63,577.5017786,103.5794182,S2,0
544,63,575.9266225,102.5207098,S2,0
545,63,574.3338912,101.4501887,S2,0
545,77,621.2912592,544.1008247,S4,0
546,63,574.2156357,101.653335,S2,0
546,77,621.1221391,543.8785232,S4,0
547,63,574.0382144,101.9581199,S2,0
547,77,621.0375853,543.7673808,S4,0
548,63,573.9199082,102.1613534,S2,0
548,77,621.0375853,543.7673808,S4,0
549,63,572.3064964,101.0824848,S2,0
549,77,621.0375853,543.7673808,S4,0
550,63,570.5549303,100.1968135,S2,0
550,77,622.4367016,540.9595047,S4,0
551,63,568.8435701,99.19768797,S2,0
551,77,622.4367016,540.9595047,S4,0
552,63,568.8435701,99.19768797,S2,0
552,77,622.4367016,540.9595047,S4,0
