Frame Number,Detected Object ID,sat_x,sat_y,Zone,type
5908,482,674.6101428,460.3616407,C3,0
5909,477,653.2917984,491.3547771,C3,0
5909,482,673.7355152,461.8351844,C3,0
5910,477,652.2352341,493.3178791,C3,0
5910,482,673.6710427,461.7532735,C3,0
5911,477,651.1646585,495.3070142,C3,0
5911,482,673.7355152,461.8351844,C3,0
5912,477,650.945938,495.0251543,C3,0
5912,482,673.6710427,461.7532735,C3,0
5913,477,649.8596806,497.0388326,C3,0
5913,482,673.0451836,463.5732099,C3,0
5914,477,649.7129561,496.8496055,C3,0
5914,482,673.0451836,463.5732099,C3,0
5915,477,649.5662442,496.6603948,C3,0
5915,482,672.2814511,465.2489056,C3,0
5916,477,648.3896927,498.6031358,C3,0
5916,482,671.5086335,466.944535,C3,0
5917,477,648.4635128,498.6984147,C3,0
5917,482,670.5286983,468.4084536,C3,0
5918,477,648.6111628,498.888985,C3,0
5918,482,670.5286983,468.4084536,C3,0
5919,477,647.6430765,501.1479209,C3,0
5919,482,669.6697389,470.0588817,C3,0
5920,477,648.6849926,498.9842763,C3,0
5920,482,668.8671268,471.8143096,C3,0
5921,477,648.6111628,498.888985,C3,0
5921,482,667.987628,473.5054978,C3,0
5922,477,647.3458635,500.7640056,C3,0
5922,482,668.666985,471.5590911,C3,0
5923,477,647.3458635,500.7640056,C3,0
5923,482,668.6002762,471.4740249,C3,0
5924,477,647.3458635,500.7640056,C3,0
5924,482,668.666985,471.5590911,C3,0
5925,477,647.4944635,500.9559549,C3,0
5925,482,668.666985,471.5590911,C3,0
5926,477,647.4201619,500.8599781,C3,0
5926,482,668.6002762,471.4740249,C3,0
5927,477,646.3625537,503.051079,C3,0
5927,482,668.4668665,471.3039024,C3,0
5928,477,646.3625537,503.051079,C3,0
5928,482,668.3334672,471.1337931,C3,0
5929,477,645.290394,505.2723268,C3,0
5929,482,667.5179518,472.9061873,C3,0
5930,477,645.1398501,505.0775503,C3,0
5930,482,666.7599238,474.7864723,C3,0
5931,477,644.9893195,504.8827909,C3,0
5931,482,665.8567474,476.516553,C3,0
5932,477,646.063442,502.6643991,C3,0
5932,482,665.8567474,476.516553,C3,0
5933,477,646.2129913,502.8577306,C3,0
5933,482,665.7888668,476.4298235,C3,0
5934,477,645.290394,505.2723268,C3,0
5934,482,665.7888668,476.4298235,C3,0
5935,477,645.2151204,505.1749364,C3,0
5935,482,666.6249591,474.6141443,C3,0
5936,477,645.2151204,505.1749364,C3,0
5936,482,666.7599238,474.7864723,C3,0
5937,477,645.1398501,505.0775503,C3,0
5937,482,665.9246307,476.603286,C3,0
5938,477,644.0518421,507.3281223,C3,0
5938,482,666.6249591,474.6141443,C3,0
5939,477,644.1276096,507.4262331,C3,0
5939,482,666.490005,474.4418299,C3,0
5940,477,643.0249275,509.7089364,C3,0
5940,482,666.490005,474.4418299,C3,0
5941,477,641.7531942,511.8245275,C3,0
5941,482,665.4495041,475.9962271,C3,0
5942,477,641.8299726,511.9241157,C3,0
5942,482,665.5852411,476.1696554,C3,0
5943,477,641.8299726,511.9241157,C3,0
5943,482,665.6531137,476.2563746,C3,0
5944,477,641.9067544,512.0237083,C3,0
5944,482,664.8741169,478.1807332,C3,0
5945,477,641.8299726,511.9241157,C3,0
5945,482,664.9423991,478.268034,C3,0
5946,477,641.8299726,511.9241157,C3,0
5946,482,664.0853617,480.1291981,C3,0
5947,477,641.9067544,512.0237083,C3,0
5947,482,664.2227526,480.304975,C3,0
5948,477,640.7727616,514.3712292,S4,0
5948,482,664.2914523,480.3928687,C3,0
5949,477,639.3891507,516.4488537,S4,0
5949,482,663.3557745,482.1907055,C3,0
5950,477,639.7004381,516.8533236,S4,0
5950,482,661.5887195,486.0341584,C3,0
5951,477,642.1371207,512.3225132,C3,0
5951,482,661.6586767,486.1238469,C3,0
5952,477,643.3300469,510.1043653,C3,0
5952,482,660.828995,488.1734128,C3,0
5953,477,639.933941,517.1567245,S4,0
5953,482,660.7586054,488.0831059,C3,0
5954,477,642.3675182,512.6213585,C3,0
5954,482,660.828995,488.1734128,C3,0
5955,477,641.2366307,514.9734275,S4,0
5955,482,661.5887195,486.0341584,C3,0
5956,477,641.0819936,514.7726765,S4,0
5956,482,661.5187651,485.9444736,C3,0
5957,477,641.0819936,514.7726765,S4,0
5957,482,661.378865,485.7651148,C3,0
5958,482,661.378865,485.7651148,C3,0
5959,482,661.378865,485.7651148,C3,0
5960,482,660.2659592,487.451062,C3,0
5961,482,660.2659592,487.451062,C3,0
5962,482,660.1955927,487.3607849,C3,0
5963,482,660.3363286,487.5413429,C3,0
5964,482,660.3363286,487.5413429,C3,0
5965,482,660.1955927,487.3607849,C3,0
5966,482,660.1955927,487.3607849,C3,0
5967,482,659.492854,489.6130266,C3,0
5968,482,659.492854,489.6130266,C3,0
5969,482,659.492854,489.6130266,C3,0
5970,482,659.3512433,489.4312157,C3,0
5971,482,659.3512433,489.4312157,C3,0
5972,482,658.4959057,491.5285903,C3,0
5973,482,658.4959057,491.5285903,C3,0
5974,482,658.6384024,491.7116716,C3,0
5975,482,658.7096551,491.803218,C3,0
5976,482,658.7809108,491.8947682,C3,0
5977,482,658.8521695,491.9863222,C3,0
5978,482,659.7761107,489.9766936,C3,0
5979,482,659.7761107,489.9766936,C3,0
5980,482,659.8469321,490.0676198,C3,0
5981,482,659.9885839,490.2494834,C3,0
5982,482,659.9885839,490.2494834,C3,0
5983,482,659.0659634,492.2610071,C3,0
5984,482,658.2030108,494.3910089,C3,0
5985,482,658.2030108,494.3910089,C3,0
5986,482,657.2565073,496.4562366,C3,0
5987,482,657.3286781,496.5491,C3,0
5988,482,656.3701076,498.6423136,C3,0
5989,482,656.3701076,498.6423136,C3,0
5990,482,656.4427386,498.7358397,C3,0
5991,482,656.4427386,498.7358397,C3,0
5992,482,655.5449597,500.9518024,C3,0
5993,482,655.5449597,500.9518024,C3,0
5994,482,655.3987687,500.7634095,C3,0
5995,482,655.3987687,500.7634095,C3,0
5995,506,616.8120475,600.4653129,S4,0
5996,482,655.3987687,500.7634095,C3,0
5996,506,616.9991467,600.7146919,S4,0
5997,482,654.4144043,502.9129487,C3,0
5997,506,617.2798343,601.088812,S4,0
5998,482,654.4144043,502.9129487,C3,0
5998,506,624.5634251,583.2160432,S4,0
5999,482,654.4144043,502.9129487,C3,0
5999,506,625.9304775,579.794145,S4,0
6000,482,654.4879672,503.0078209,C3,0
6000,506,627.2752297,576.4280667,S4,0
6001,482,654.5615333,503.1026973,C3,0
6001,506,628.6860348,573.2323809,S4,0
6002,482,654.6351025,503.1975777,C3,0
6002,506,630.1614162,570.2027519,S4,0
6003,482,654.7086748,503.2924622,C3,0
6003,506,630.1614162,570.2027519,S4,0
6004,482,654.7822504,503.3873507,C3,0
6005,482,653.861026,505.6649283,C3,0
6006,482,653.9350831,505.760513,C3,0
6007,482,654.0832069,505.9516948,C3,0
6008,482,654.2313435,506.1428932,C3,0
6009,482,654.4535725,506.4297218,C3,0
6010,482,654.6017412,506.6209616,C3,0
6011,482,654.7499228,506.812218,C3,0
6012,482,654.8240184,506.9078524,C3,0
6013,482,653.8965342,509.2256233,C3,0
6014,482,653.8219534,509.129286,C3,0
6015,482,653.8219534,509.129286,C3,0
6016,482,653.8219534,509.129286,C3,0
6017,482,653.8965342,509.2256233,C3,0
6018,482,653.9711182,509.3219648,C3,0
6019,482,653.8219534,509.129286,C3,0
6020,482,653.8965342,509.2256233,C3,0
6021,482,653.8219534,509.129286,C3,0
6022,482,652.6560415,511.1870528,C3,0
6023,482,652.5809824,511.0900194,C3,0
6023,510,634.3310267,565.981437,S4,0
6024,482,652.5809824,511.0900194,C3,0
6024,510,632.9980036,569.0448905,S4,0
6025,482,651.5497123,513.3707498,C3,0
6025,510,632.9980036,569.0448905,S4,0
6026,482,651.7008228,513.5662594,C3,0
6026,510,633.0845755,569.1589293,S4,0
6027,482,650.656241,515.8801057,C3,0
6028,482,650.5801829,515.7816187,C3,0
6028,510,629.2231549,579.002583,S4,0
6029,482,650.7323024,515.978597,C3,0
6029,510,627.8936518,582.3917938,S4,0
6030,482,651.9275136,513.8595563,C3,0
6030,510,626.7220816,586.0756836,S4,0
6031,482,651.9275136,513.8595563,C3,0
6031,510,625.3493368,589.5809609,S4,0
6032,482,651.9275136,513.8595563,C3,0
6033,482,651.9275136,513.8595563,C3,0
6034,482,651.9275136,513.8595563,C3,0
6035,482,651.9275136,513.8595563,C3,0
6036,482,651.036582,516.3726062,C3,0
6037,482,651.036582,516.3726062,C3,0
6038,482,651.2648272,516.6681591,C3,0
6039,482,651.4170077,516.8652164,C3,0
6040,482,649.5253297,521.9056556,S4,0
6041,482,649.6795915,522.1057464,S4,0
6042,482,650.8225789,519.8145444,S4,0
6043,482,650.8992031,519.913848,S4,0
6044,482,650.0653071,522.6060527,S4,0
6045,482,648.9864311,525.0342755,S4,0
6046,482,649.2194701,525.3368085,S4,0
6047,482,648.3614338,528.1069492,S4,0
6048,482,648.517892,528.3102425,S4,0
6049,482,648.6743645,528.5135544,S4,0
6050,482,648.8308514,528.7168849,S4,0
6051,482,649.7633515,526.0428793,S4,0
6052,482,649.7633515,526.0428793,S4,0
6053,482,649.918778,526.2446552,S4,0
6054,482,650.0742187,526.4464494,S4,0
6055,482,650.0742187,526.4464494,S4,0
6056,482,647.9636396,531.5320894,S4,0
6057,482,648.1212378,531.737046,S4,0
6058,482,648.2000423,531.8395314,S4,0
6059,482,648.2000423,531.8395314,S4,0
6060,482,648.0424369,531.6345653,S4,0
6061,482,648.1212378,531.737046,S4,0
6062,482,645.7913265,536.7664832,S4,0
6063,482,627.4711846,556.9548906,S4,0
6063,482,645.7913265,536.7664832,S4,0
6064,482,628.5794462,553.6808449,S4,0
6064,482,644.7213972,539.4939804,S4,0
6065,482,644.8018603,539.5989101,S4,0
6065,482,631.0791103,547.7240834,S4,0
6066,482,630.911755,547.5045574,S4,0
6066,482,643.5545308,542.1562542,S4,0
6067,482,630.091903,551.0114465,S4,0
6067,482,643.8786799,542.5793663,S4,0
6068,482,642.6150802,545.178162,S4,0
6068,482,630.1762184,551.1221598,S4,0
6069,482,642.5334644,545.0715271,S4,0
6069,482,630.1762184,551.1221598,S4,0
6070,482,630.2605379,551.2328786,S4,0
6070,482,643.9597268,542.6851569,S4,0
6071,482,644.2839531,543.1083697,S4,0
6071,482,630.1762184,551.1221598,S4,0
6072,482,643.3497986,546.1381067,S4,0
6072,482,630.3448616,551.343603,S4,0
6073,482,631.6649836,548.492595,S4,0
6073,482,643.4314535,546.2447927,S4,0
6074,482,631.7486963,548.602404,S4,0
6074,482,643.4314535,546.2447927,S4,0
6075,482,639.5251232,545.4521643,S4,0
6075,482,630.3448616,551.343603,S4,0
6075,482,643.9214653,546.8850166,S4,0
6076,482,639.6072367,545.5595535,S4,0
6076,482,627.6423431,557.1801101,S4,0
6076,482,645.257002,544.3784912,S4,0
6077,482,645.4192308,544.5902487,S4,0
6077,482,638.3756608,548.3270308,S4,0
6077,482,623.425358,566.2873427,S4,0
6078,482,627.7279289,557.2927284,S4,0
6078,482,638.3756608,548.3270308,S4,0
6078,482,645.5814751,544.8020262,S4,0
6079,482,638.4583703,548.4353058,S4,0
6079,482,645.5814751,544.8020262,S4,0
6079,482,627.7279289,557.2927284,S4,0
6080,482,645.5814751,544.8020262,S4,0
6080,482,638.3756608,548.3270308,S4,0
6081,482,645.7437348,545.013824,S4,0
6081,482,638.4583703,548.4353058,S4,0
6082,482,646.3313808,541.5935166,S4,0
6083,482,646.4119199,541.6985455,S4,0
6115,515,629.4523494,564.3743016,S4,0
6116,515,634.3458387,552.0091705,S4,0
6117,515,633.1298962,555.0005943,S4,0
6118,515,634.2619979,551.8991935,S4,0
6119,515,634.3458387,552.0091705,S4,0
6119,515,648.7483273,548.935721,S4,0
6120,515,652.2494002,541.1125057,S4,0
6120,515,635.7096398,549.2816745,S4,0
6121,515,653.3301573,538.5112497,S4,0
6121,515,635.8761253,549.4998386,S4,0
6122,515,637.4661222,547.136353,S4,0
6122,515,651.2329878,543.8562284,S4,0
6123,515,651.2329878,543.8562284,S4,0
6123,515,638.7862805,544.4858952,S4,0
6124,515,650.2015527,546.6405037,S4,0
6124,515,638.5400708,544.1638987,S4,0
6125,515,650.1208345,546.5352413,S4,0
6125,515,638.5400708,544.1638987,S4,0
6126,515,650.2822747,546.7457711,S4,0
6126,515,638.6221367,544.2712257,S4,0
6127,515,638.6221367,544.2712257,S4,0
6127,515,650.2822747,546.7457711,S4,0
6128,515,638.6221367,544.2712257,S4,0
6128,515,651.3932996,544.0650929,S4,0
6129,515,650.5244635,547.061603,S4,0
6129,515,638.7042066,544.3785579,S4,0
6130,515,648.5017135,552.8693295,S4,0
6130,515,636.7920872,550.7001226,S4,0
6130,515,636.9702152,546.4871606,S4,0
6131,515,637.6314567,547.3527925,S4,0
6131,515,648.6655215,553.0833524,S4,0
6131,515,636.9702152,546.4871606,S4,0
6132,515,637.6314567,547.3527925,S4,0
6132,515,647.426121,555.7852021,S4,0
6133,515,637.5487875,547.2445701,S4,0
6133,515,647.5086161,555.8930904,S4,0
6134,515,638.95044,544.7005854,S4,0
6134,515,647.5911151,556.0009838,S4,0
6135,515,646.5003425,558.9630593,S4,0
6135,515,637.6314567,547.3527925,S4,0
6136,515,637.6314567,547.3527925,S4,0
6136,515,646.5003425,558.9630593,S4,0
6137,515,646.5834474,559.071852,S4,0
6137,515,637.5487875,547.2445701,S4,0
6138,515,645.3928266,561.9706021,S4,0
6138,515,637.5487875,547.2445701,S4,0
6139,515,646.5834474,559.071852,S4,0
6139,515,638.7862805,544.4858952,S4,0
6140,515,646.5834474,559.071852,S4,0
6140,515,638.7042066,544.3785579,S4,0
6141,515,638.7862805,544.4858952,S4,0
6141,515,647.7561253,556.2167865,S4,0
6142,515,649.9679142,550.5276488,S4,0
6142,515,638.7862805,544.4858952,S4,0
6143,515,649.9679142,550.5276488,S4,0
6143,515,638.8683583,544.5932377,S4,0
6144,515,649.9679142,550.5276488,S4,0
6144,515,640.005312,541.7683754,S4,0
6145,515,648.8293452,553.2973959,S4,0
6145,515,638.8683583,544.5932377,S4,0
6146,515,638.95044,544.7005854,S4,0
6146,515,647.6736182,556.1088825,S4,0
6147,515,638.8683583,544.5932377,S4,0
6147,515,647.6736182,556.1088825,S4,0
6148,515,638.8683583,544.5932377,S4,0
6148,515,647.6736182,556.1088825,S4,0
6149,515,647.6736182,556.1088825,S4,0
6149,515,638.8683583,544.5932377,S4,0
6150,515,647.6736182,556.1088825,S4,0
6150,515,638.95044,544.7005854,S4,0
6151,515,647.7561253,556.2167865,S4,0
6151,515,638.8683583,544.5932377,S4,0
6152,515,637.5487875,547.2445701,S4,0
6152,515,647.7561253,556.2167865,S4,0
6153,515,637.6314567,547.3527925,S4,0
6153,515,646.5003425,558.9630593,S4,0
6154,515,646.4172416,558.8542719,S4,0
6154,515,637.6314567,547.3527925,S4,0
6155,515,638.5400708,544.1638987,S4,0
6155,515,638.1275566,548.0022373,S4,0
6155,515,645.3091152,561.8609059,S4,0
6156,515,638.6221367,544.2712257,S4,0
6156,515,645.2254079,561.7512152,S4,0
6156,515,638.5410837,548.5435861,S4,0
6157,515,645.2254079,561.7512152,S4,0
6157,515,637.3752291,551.4642764,S4,0
6157,515,638.6221367,544.2712257,S4,0
6158,515,639.1146154,544.9152964,S4,0
6158,515,645.2254079,561.7512152,S4,0
6159,515,645.2254079,561.7512152,S4,0
6159,515,639.2788067,545.130028,S4,0
6160,515,645.2254079,561.7512152,S4,0
6160,515,639.3609082,545.2374016,S4,0
6161,515,646.4172416,558.8542719,S4,0
6161,515,639.3609082,545.2374016,S4,0
6162,515,646.4172416,558.8542719,S4,0
6162,515,639.3609082,545.2374016,S4,0
6163,515,639.2788067,545.130028,S4,0
6163,515,646.4172416,558.8542719,S4,0
6164,515,646.4172416,558.8542719,S4,0
6164,515,640.4128247,542.3008102,S4,0
6165,515,646.4172416,558.8542719,S4,0
6165,515,640.4128247,542.3008102,S4,0
6166,515,640.4128247,542.3008102,S4,0
6166,515,645.2254079,561.7512152,S4,0
6167,515,645.3091152,561.8609059,S4,0
6167,515,641.6918691,539.7249204,S4,0
6168,515,642.95217,537.1867787,S4,0
6168,515,645.1417046,561.6415298,S4,0
6169,515,643.93088,564.5822196,S4,0
6169,515,639.1967091,545.0226596,S4,0
6170,515,639.1967091,545.0226596,S4,0
6170,515,643.93088,564.5822196,S4,0
6170,519,605.0276806,621.1461362,S4,0
6171,515,643.93088,564.5822196,S4,0
6171,519,595.5397169,641.9962039,S4,0
6172,515,644.0151985,564.6928233,S4,0
6172,519,593.5534867,646.4345989,S4,0
6173,515,646.4172416,558.8542719,S4,0
6174,515,644.183848,564.9140471,S4,0
6175,515,644.183848,564.9140471,S4,0
6199,523,640.3313144,542.194313,S4,0
6200,523,641.5299948,539.5136257,S4,0
6201,523,640.0868068,541.8748521,S4,0
6202,523,639.9238212,541.6619037,S4,0
6203,523,646.7496693,559.2894533,S4,0
6203,523,639.8423343,541.5554372,S4,0
6204,523,648.0861934,556.6484543,S4,0
6204,523,640.9635557,538.7742523,S4,0
6205,523,648.1687204,556.7563843,S4,0
6205,523,640.8826512,538.6686476,S4,0
6206,523,648.1687204,556.7563843,S4,0
6206,523,640.8826512,538.6686476,S4,0
6207,523,647.0821618,559.7247195,S4,0
6207,523,640.8017506,538.5630479,S4,0
6208,523,646.9990326,559.615895,S4,0
6208,523,640.8017506,538.5630479,S4,0
6209,523,640.8017506,538.5630479,S4,0
6209,523,647.0821618,559.7247195,S4,0
6210,523,639.5164256,541.1296219,S4,0
6210,523,647.0821618,559.7247195,S4,0
6211,523,647.0821618,559.7247195,S4,0
6211,523,639.5978969,541.236068,S4,0
6212,523,646.9990326,559.615895,S4,0
6212,523,639.5978969,541.236068,S4,0
6213,523,638.3759508,543.9492603,S4,0
6213,523,647.0821618,559.7247195,S4,0
6214,523,647.0821618,559.7247195,S4,0
6214,523,638.2118467,543.7346425,S4,0
6215,523,647.0821618,559.7247195,S4,0
6215,523,638.2118467,543.7346425,S4,0
6216,523,646.9990326,559.615895,S4,0
6216,523,638.1298006,543.6273414,S4,0
6217,523,638.1298006,543.6273414,S4,0
6217,523,646.9990326,559.615895,S4,0
6218,523,646.9990326,559.615895,S4,0
6218,523,638.0477584,543.5200455,S4,0
6219,523,638.0477584,543.5200455,S4,0
6219,523,646.9990326,559.615895,S4,0
6220,523,648.1687204,556.7563843,S4,0
6220,523,638.0477584,543.5200455,S4,0
6221,523,648.2512515,556.8643196,S4,0
6221,523,637.8836859,543.3054691,S4,0
6222,523,637.8836859,543.3054691,S4,0
6222,523,648.3337865,556.97226,S4,0
6223,523,637.8016556,543.1981887,S4,0
6223,523,649.4847973,554.1537755,S4,0
6224,523,649.5667466,554.260846,S4,0
6224,523,637.8836859,543.3054691,S4,0
6225,523,637.8836859,543.3054691,S4,0
6225,523,649.5667466,554.260846,S4,0
6226,523,637.8836859,543.3054691,S4,0
6226,523,649.5667466,554.260846,S4,0
6227,523,649.5667466,554.260846,S4,0
6227,523,637.8836859,543.3054691,S4,0
6228,523,650.7000848,551.4833517,S4,0
6228,523,637.9657202,543.4127547,S4,0
6229,523,650.7000848,551.4833517,S4,0
6229,523,637.9657202,543.4127547,S4,0
6230,523,637.9657202,543.4127547,S4,0
6230,523,650.7000848,551.4833517,S4,0
6231,523,650.618717,551.3771423,S4,0
6231,523,638.0477584,543.5200455,S4,0
6232,523,638.0477584,543.5200455,S4,0
6232,523,650.7000848,551.4833517,S4,0
6233,523,637.8836859,543.3054691,S4,0
6233,523,650.7000848,551.4833517,S4,0
6234,523,649.5667466,554.260846,S4,0
6234,523,637.8836859,543.3054691,S4,0
6235,523,637.8836859,543.3054691,S4,0
6235,523,649.5667466,554.260846,S4,0
6236,523,637.8836859,543.3054691,S4,0
6236,523,649.5667466,554.260846,S4,0
6237,523,639.0276795,540.4910518,S4,0
6237,523,649.5667466,554.260846,S4,0
6238,523,639.0276795,540.4910518,S4,0
6238,523,648.4988684,557.1881566,S4,0
6239,523,648.3337865,556.97226,S4,0
6239,523,639.1091274,540.5974674,S4,0
6240,523,639.272035,540.8103139,S4,0
6240,523,648.2512515,556.8643196,S4,0
6241,523,639.3534946,540.9167448,S4,0
6241,523,648.3337865,556.97226,S4,0
6242,523,639.3534946,540.9167448,S4,0
6242,523,648.2512515,556.8643196,S4,0
6243,523,648.2512515,556.8643196,S4,0
6243,523,638.1298006,543.6273414,S4,0
6244,523,647.2484323,559.9423844,S4,0
6244,523,639.4349581,541.0231808,S4,0
6245,523,639.5978969,541.236068,S4,0
6245,523,647.2484323,559.9423844,S4,0
6246,523,647.2484323,559.9423844,S4,0
6246,523,639.5978969,541.236068,S4,0
6247,523,647.2484323,559.9423844,S4,0
6247,523,639.6793721,541.3425193,S4,0
6248,523,646.062666,562.8483652,S4,0
6248,523,639.6793721,541.3425193,S4,0
6249,523,646.062666,562.8483652,S4,0
6249,523,638.5400708,544.1638987,S4,0
6250,523,646.062666,562.8483652,S4,0
6250,523,639.8423343,541.5554372,S4,0
6251,523,639.8423343,541.5554372,S4,0
6251,523,645.8951815,562.6288921,S4,0
6252,523,645.8951815,562.6288921,S4,0
6252,523,640.0868068,541.8748521,S4,0
6253,523,647.2484323,559.9423844,S4,0
6253,523,640.0868068,541.8748521,S4,0
6254,523,647.2484323,559.9423844,S4,0
6254,523,640.0868068,541.8748521,S4,0
6255,523,647.2484323,559.9423844,S4,0
6255,523,640.1683054,541.981334,S4,0
6256,523,647.2484323,559.9423844,S4,0
6256,523,638.95044,544.7005854,S4,0
6257,523,647.165295,559.8335493,S4,0
6257,523,638.95044,544.7005854,S4,0
6258,523,637.7968073,547.5692531,S4,0
6258,523,647.165295,559.8335493,S4,0
6259,523,638.95044,544.7005854,S4,0
6259,523,647.165295,559.8335493,S4,0
6260,523,638.95044,544.7005854,S4,0
6260,523,647.165295,559.8335493,S4,0
6261,523,640.1683054,541.981334,S4,0
6261,523,647.165295,559.8335493,S4,0
6262,523,640.2498079,542.087821,S4,0
6262,523,647.165295,559.8335493,S4,0
6263,523,647.165295,559.8335493,S4,0
6263,523,622.8564369,580.9547419,S4,0
6264,523,648.4163255,557.0802057,S4,0
6264,531,597.5902221,637.7790108,S4,0
6265,523,649.6486997,554.3679217,S4,0
6265,525,591.5287088,650.959132,S4,0
6266,523,652.9972454,546.1548164,S4,0
6266,532,678.3753109,58.02383862,Z6,0
6267,523,656.2019572,538.294498,S4,0
6267,532,677.1981493,60.17096584,Z6,0
6268,523,657.2398218,535.7488882,S4,0
6268,532,676.524509,61.39967682,Z6,0
6287,537,641.5620407,531.2562984,S4,0
6288,537,639.0229084,536.2411237,S4,0
6289,537,637.562283,538.5764413,S4,0
6290,537,636.0799323,540.9464944,S4,0
6291,537,634.6578928,543.4600971,S4,0
6292,537,634.575368,543.3520638,S4,0
6293,537,648.9952521,562.2291479,S4,0
6293,537,633.2974304,546.1206956,S4,0
6294,537,649.3281825,562.6649874,S4,0
6294,537,631.7486963,548.602404,S4,0
6295,537,649.2449438,562.5560195,S4,0
6295,537,631.5812751,548.3827914,S4,0
6296,537,649.2449438,562.5560195,S4,0
6296,537,632.8818782,545.5761525,S4,0
6297,537,649.1617092,562.447057,S4,0
6297,537,632.8818782,545.5761525,S4,0
6298,537,632.6325956,545.2494905,S4,0
6298,537,650.3984598,559.6724693,S4,0
6299,537,650.4810987,559.7805456,S4,0
6299,537,632.3833496,544.9228765,S4,0
6300,537,632.0510785,544.4874658,S4,0
6300,537,651.6988081,557.0464862,S4,0
6301,537,652.6540758,554.0338978,S4,0
6301,537,631.635831,543.9433221,S4,0
6302,537,653.8378243,551.3824677,S4,0
6302,537,632.8432724,541.0845758,S4,0
6303,537,632.7608357,540.9766579,S4,0
6303,537,651.7808636,557.1536957,S4,0
6304,537,632.9257131,541.192499,S4,0
6304,537,648.4930417,566.0331495,S4,0
6305,537,647.306878,569.0106397,S4,0
6305,537,632.8432724,541.0845758,S4,0
6306,537,646.3576165,572.3697356,S4,0
6306,537,631.4697605,543.7257018,S4,0
6307,537,631.3867313,543.6168997,S4,0
6307,537,645.1360317,575.4437911,S4,0
6308,537,646.5278715,572.593295,S4,0
6308,537,629.9079698,546.1878556,S4,0
6309,537,646.6981434,572.8168768,S4,0
6309,537,631.0546551,543.1817444,S4,0
6310,537,646.6130053,572.7050831,S4,0
6310,537,630.8886414,542.9641986,S4,0
6311,537,630.8886414,542.9641986,S4,0
6311,537,646.8684323,573.0404809,S4,0
6312,537,630.8886414,542.9641986,S4,0
6312,537,647.2090612,573.487756,S4,0
6313,537,629.5735066,545.749128,S4,0
6313,537,646.2512722,576.9097286,S4,0
6314,537,646.4229124,577.1353426,S4,0
6314,537,629.5735066,545.749128,S4,0
6315,537,629.5735066,545.749128,S4,0
6315,537,646.6804052,577.4738061,S4,0
6316,537,629.5735066,545.749128,S4,0
6316,537,646.6804052,577.4738061,S4,0
6317,537,646.7662447,577.5866386,S4,0
6317,537,629.5735066,545.749128,S4,0
6318,537,646.7662447,577.5866386,S4,0
6318,537,629.4062997,545.5297966,S4,0
6319,537,646.9379368,577.8123207,S4,0
6319,537,627.9853802,548.2453997,S4,0
6320,537,628.1538058,548.4665571,S4,0
6320,537,646.2296984,581.6383444,S4,0
6321,537,628.3222481,548.6877365,S4,0
6321,537,646.57583,582.0938028,S4,0
6322,537,646.7489221,582.3215667,S4,0
6322,537,628.4064755,548.7983344,S4,0
6323,537,647.0951591,582.7771638,S4,0
6323,537,628.4064755,548.7983344,S4,0
6324,537,628.4064755,548.7983344,S4,0
6324,537,647.268304,583.0049971,S4,0
6325,537,628.4064755,548.7983344,S4,0
6325,537,647.4414665,583.2328535,S4,0
6326,537,647.6146465,583.460733,S4,0
6326,537,628.1538058,548.4665571,S4,0
6327,537,628.1538058,548.4665571,S4,0
6327,537,649.1715074,580.7482568,S4,0
6328,537,628.1538058,548.4665571,S4,0
6328,537,649.5153933,581.2002806,S4,0
6329,537,628.2380248,548.577144,S4,0
6329,537,649.6013755,581.3133007,S4,0
6330,537,650.9604734,578.4136849,S4,0
6330,537,628.2380248,548.577144,S4,0
6331,537,628.4064755,548.7983344,S4,0
6331,537,651.1311882,578.6378481,S4,0
6332,537,651.216552,578.7499382,S4,0
6332,537,628.4064755,548.7983344,S4,0
6333,537,650.2893899,582.2176671,S4,0
6334,537,649.3474141,585.7408012,S4,0
6334,543,628.4907072,548.9089378,S4,0
6335,537,649.6074811,586.0830112,S4,0
6335,543,628.4907072,548.9089378,S4,0
6336,537,648.5649877,589.5508338,S4,0
6336,543,628.4064755,548.7983344,S4,0
6337,537,647.505621,593.0747851,S4,0
6337,543,628.3222481,548.6877365,S4,0
6338,537,647.6817192,593.3070082,S4,0
6338,543,628.3222481,548.6877365,S4,0
6339,537,649.26405,590.4716884,S4,0
6339,543,628.2380248,548.577144,S4,0
6340,537,649.5262721,590.8171062,S4,0
6340,543,628.3222481,548.6877365,S4,0
6341,537,649.6136885,590.9322572,S4,0
6341,543,628.3222481,548.6877365,S4,0
6342,537,649.7885346,591.162577,S4,0
6342,543,628.2380248,548.577144,S4,0
6343,537,650.821651,587.6806808,S4,0
6343,543,626.8817203,551.4492544,S4,0
6344,537,650.9084105,587.7948436,S4,0
6344,543,626.9665663,551.5607809,S4,0
6345,537,649.7885346,591.162577,S4,0
6345,543,626.9665663,551.5607809,S4,0
6346,537,649.9633986,591.3929204,S4,0
6346,543,626.8817203,551.4492544,S4,0
6347,537,648.7386905,594.7008502,S4,0
6347,543,626.8817203,551.4492544,S4,0
6348,537,648.826801,594.8170427,S4,0
6348,543,626.8817203,551.4492544,S4,0
6349,537,646.4081732,601.7155229,S4,0
